address,nearest_pri_sch,nearest_pri_sch_dist
808 YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,0.10573442263397165
833 YISHUN STREET 81,PEIYING PRIMARY SCHOOL,0.5431468413080386
455 YISHUN STREET 41,NORTHLAND PRIMARY SCHOOL,0.4257052545330161
456 YISHUN STREET 41,NORTHLAND PRIMARY SCHOOL,0.41502726042852983
750 YISHUN STREET 72,JIEMIN PRIMARY SCHOOL,0.430589617903186
830 YISHUN STREET 81,PEIYING PRIMARY SCHOOL,0.5508340785989453
852 YISHUN STREET 81,NAVAL BASE PRIMARY SCHOOL,0.22411822162895953
628 YISHUN STREET 61,NAVAL BASE PRIMARY SCHOOL,0.2831517089213504
737 YISHUN STREET 72,JIEMIN PRIMARY SCHOOL,0.26600377518180446
445 YISHUN AVENUE 11,HUAMIN PRIMARY SCHOOL,0.4191323095819587
115A YISHUN RING ROAD,AHMAD IBRAHIM PRIMARY SCHOOL,0.6044042217967844
607 YISHUN STREET 61,NORTHLAND PRIMARY SCHOOL,0.5776771510480819
775 YISHUN RING ROAD,JIEMIN PRIMARY SCHOOL,0.60292654444251
240 YISHUN RING ROAD,XISHAN PRIMARY SCHOOL,0.19895366463020248
161 YISHUN STREET 11,AHMAD IBRAHIM PRIMARY SCHOOL,0.0457327337552749
838 YISHUN STREET 81,PEIYING PRIMARY SCHOOL,0.39590903426447543
841 YISHUN STREET 81,NAVAL BASE PRIMARY SCHOOL,0.4937061585378312
391 YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,0.237979433483126
351 YISHUN AVENUE 11,HUAMIN PRIMARY SCHOOL,0.06052289391872929
326 YISHUN RING ROAD,HUAMIN PRIMARY SCHOOL,0.34781711224939055
352 YISHUN RING ROAD,HUAMIN PRIMARY SCHOOL,0.09524257727742587
614 YISHUN STREET 61,NAVAL BASE PRIMARY SCHOOL,0.49619425992801036
791 YISHUN AVENUE 2,PEIYING PRIMARY SCHOOL,0.5126494148896924
508 ANG MO KIO AVENUE 8,JING SHAN PRIMARY SCHOOL,0.3652594496254277
213 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.2493336445760777
558 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.8308511421458605
565 ANG MO KIO AVENUE 3,JING SHAN PRIMARY SCHOOL,0.7844257679965156
434 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.36812345375133526
154 ANG MO KIO AVENUE 5,MAYFLOWER PRIMARY SCHOOL,0.6041227052573281
466 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.6739474323345179
452 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.5991681776919484
442 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.4700371398824228
540 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.5515025198266932
440 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.377470334512849
533 ANG MO KIO AVENUE 5,JING SHAN PRIMARY SCHOOL,0.2800694283346563
445 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.5443638022247959
607 ANG MO KIO AVENUE 4,ANDERSON PRIMARY SCHOOL,0.5037096418257296
476 ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,0.5211165707855185
215 ANG MO KIO AVENUE 1,ANG MO KIO PRIMARY SCHOOL,0.39337328661037707
216 ANG MO KIO AVENUE 1,ANG MO KIO PRIMARY SCHOOL,0.4036403690237242
524 ANG MO KIO AVENUE 5,JING SHAN PRIMARY SCHOOL,0.21145176144773822
128 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.466834626667874
178 ANG MO KIO AVENUE 4,MAYFLOWER PRIMARY SCHOOL,0.13734963964730149
507 ANG MO KIO AVENUE 8,JING SHAN PRIMARY SCHOOL,0.3261485432781763
586 ANG MO KIO AVENUE 3,JING SHAN PRIMARY SCHOOL,0.26310016522327984
639 ANG MO KIO AVENUE 6,ANDERSON PRIMARY SCHOOL,0.48764231625619336
435 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.4228607930400018
157 ANG MO KIO AVENUE 4,MAYFLOWER PRIMARY SCHOOL,0.41028640802837446
117 ANG MO KIO AVENUE 4,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0.15340036140755772
542 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.5511268904162239
649 ANG MO KIO AVENUE 5,ANDERSON PRIMARY SCHOOL,0.7590837387183943
417 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.47234438842649107
422 ANG MO KIO AVENUE 3,TECK GHEE PRIMARY SCHOOL,0.27705249397338283
122 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.4318257557322012
155 ANG MO KIO AVENUE 4,MAYFLOWER PRIMARY SCHOOL,0.4754033981081227
471 ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,0.496678620383213
320 ANG MO KIO AVENUE 1,TECK GHEE PRIMARY SCHOOL,0.292068414751804
419 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.3513764115497406
513 ANG MO KIO AVENUE 8,JING SHAN PRIMARY SCHOOL,0.1943977131457961
209 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.40857336994694987
153 ANG MO KIO AVENUE 5,MAYFLOWER PRIMARY SCHOOL,0.6962787961543724
562 ANG MO KIO AVENUE 3,JING SHAN PRIMARY SCHOOL,0.8313756885552769
537 ANG MO KIO AVENUE 5,JING SHAN PRIMARY SCHOOL,0.3857814317264459
438 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.3539935816379124
544 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.5686177931360071
173 ANG MO KIO AVENUE 4,MAYFLOWER PRIMARY SCHOOL,0.1043127428118225
428 ANG MO KIO AVENUE 3,JING SHAN PRIMARY SCHOOL,0.4459286415806901
412 ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,0.4529165905995011
127 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.48864718547347696
134 ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,0.399139901044872
344 ANG MO KIO AVENUE 3,TECK GHEE PRIMARY SCHOOL,0.3223837385120026
309A ANG MO KIO STREET 31,TECK GHEE PRIMARY SCHOOL,0.6392397006555398
354 ANG MO KIO STREET 32,TECK GHEE PRIMARY SCHOOL,0.22645706471588517
307C ANG MO KIO AVENUE 1,TECK GHEE PRIMARY SCHOOL,0.6502173406151712
539 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.46830910638437667
104B ANG MO KIO STREET 11,ANG MO KIO PRIMARY SCHOOL,0.2750459616721089
553 ANG MO KIO AVENUE 10,JING SHAN PRIMARY SCHOOL,0.6130496009419409
431 ANG MO KIO AVENUE 10,TECK GHEE PRIMARY SCHOOL,0.35889472108357334
305 ANG MO KIO AVENUE 1,TECK GHEE PRIMARY SCHOOL,0.5582146298503734
588B ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,0.1544462920529186
700B ANG MO KIO AVENUE 6,TECK GHEE PRIMARY SCHOOL,0.6903038919593688
596B ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,0.13589177183345066
616 ANG MO KIO AVENUE 4,MAYFLOWER PRIMARY SCHOOL,0.3616046996801198
620 BEDOK RESERVOIR ROAD,DAMAI PRIMARY SCHOOL,0.41041760090209767
539 BEDOK NORTH STREET 3,DAMAI PRIMARY SCHOOL,0.6240143015062206
144 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.45033275198564865
703 BEDOK RESERVOIR ROAD,DAMAI PRIMARY SCHOOL,0.26284375499171364
504 BEDOK NORTH STREET 3,YU NENG PRIMARY SCHOOL,0.23595552160769726
530 BEDOK NORTH STREET 3,YU NENG PRIMARY SCHOOL,0.5567983663475401
628 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.6124300615909065
74 BEDOK NORTH ROAD,BEDOK GREEN PRIMARY SCHOOL,0.6600632272764018
29 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.18030562959215307
107 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.24052951220837845
30 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.16222600326758838
32 CHAI CHEE AVENUE,OPERA ESTATE PRIMARY SCHOOL,0.4371666653260475
424 BEDOK NORTH AVENUE 1,FENGSHAN PRIMARY SCHOOL,0.5063230075976259
110 BEDOK NORTH ROAD,RED SWASTIKA SCHOOL,0.1853401382516532
521 BEDOK NORTH AVENUE 1,FENGSHAN PRIMARY SCHOOL,0.5330829835748063
125 BEDOK NORTH ROAD,BEDOK GREEN PRIMARY SCHOOL,0.6126731343639866
27 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.3377131674063495
419 BEDOK NORTH STREET 1,FENGSHAN PRIMARY SCHOOL,0.5150325366690467
204 BEDOK NORTH STREET 1,FENGSHAN PRIMARY SCHOOL,0.42998597149637213
104 BEDOK NORTH AVENUE 4,RED SWASTIKA SCHOOL,0.267710275085316
59 CHAI CHEE ROAD,OPERA ESTATE PRIMARY SCHOOL,0.6695744425342963
418 BEDOK NORTH AVENUE 2,FENGSHAN PRIMARY SCHOOL,0.24045269249459614
202 BEDOK NORTH STREET 1,FENGSHAN PRIMARY SCHOOL,0.6248753675567513
416 BEDOK NORTH AVENUE 2,FENGSHAN PRIMARY SCHOOL,0.19899824748797354
221B BEDOK CENTRAL,BEDOK GREEN PRIMARY SCHOOL,0.4137822537031563
5 BEDOK SOUTH AVENUE 2,BEDOK GREEN PRIMARY SCHOOL,0.41144421284950716
52 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.518157775552568
512 BEDOK NORTH AVENUE 2,YU NENG PRIMARY SCHOOL,0.32305120919732194
707 BEDOK NORTH ROAD,DAMAI PRIMARY SCHOOL,0.22375573503120472
120 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.12280612703619904
169 BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,0.30243122111449694
64 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.23615936079228533
507 BEDOK NORTH AVENUE 3,YU NENG PRIMARY SCHOOL,0.1282369487598941
718 BEDOK RESERVOIR ROAD,DAMAI PRIMARY SCHOOL,0.5194939467383979
428 BEDOK NORTH ROAD,FENGSHAN PRIMARY SCHOOL,0.4654721957716614
666 JALAN DAMAI,TELOK KURAU PRIMARY SCHOOL,0.4230527781622495
651 JALAN TENAGA,TELOK KURAU PRIMARY SCHOOL,0.4031380861833674
771 BEDOK RESERVOIR VIEW,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,0.2049954259290623
770 BEDOK RESERVOIR VIEW,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,0.2464818404112929
183 BEDOK NORTH ROAD,BEDOK GREEN PRIMARY SCHOOL,0.5521577107210068
182 BEDOK NORTH ROAD,BEDOK GREEN PRIMARY SCHOOL,0.5805732870065429
114 LENGKONG TIGA,ST. STEPHEN'S SCHOOL,0.7636548564485536
221C BEDOK CENTRAL,BEDOK GREEN PRIMARY SCHOOL,0.4405711608071076
604 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.24477522290386736
140 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.4962062221096943
146 BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,0.40324820568725744
711 BEDOK RESERVOIR ROAD,DAMAI PRIMARY SCHOOL,0.2794236455278536
139 BEDOK NORTH AVENUE 3,FENGSHAN PRIMARY SCHOOL,0.39987966630649285
99 BEDOK NORTH AVENUE 4,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,0.18188270371568008
552 BEDOK NORTH AVENUE 1,FENGSHAN PRIMARY SCHOOL,0.5110020654862301
645 JALAN TENAGA,TELOK KURAU PRIMARY SCHOOL,0.5013634130550065
656 JALAN TENAGA,TELOK KURAU PRIMARY SCHOOL,0.48167744447385946
33 CHAI CHEE AVENUE,OPERA ESTATE PRIMARY SCHOOL,0.503990564013233
407 BEDOK NORTH AVENUE 3,FENGSHAN PRIMARY SCHOOL,0.25326627271144403
72 BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,0.36018128806970967
61 NEW UPPER CHANGI ROAD,BEDOK GREEN PRIMARY SCHOOL,0.33147511056462337
636 BEDOK RESERVOIR ROAD,MAHA BODHI SCHOOL,0.43851981277538077
661 JALAN DAMAI,TELOK KURAU PRIMARY SCHOOL,0.504472771700071
29A CHAI CHEE AVENUE,OPERA ESTATE PRIMARY SCHOOL,0.5233916075027905
23 SIN MING ROAD,AI TONG SCHOOL,0.7563399980723707
24 SIN MING ROAD,AI TONG SCHOOL,0.701754745072428
406 SIN MING AVENUE,AI TONG SCHOOL,0.2871129021666681
146 BISHAN STREET 11,FIRST TOA PAYOH PRIMARY SCHOOL,0.44850026675608423
272 BISHAN STREET 24,CATHOLIC HIGH SCHOOL,0.2649577891113336
443 SIN MING AVENUE,AI TONG SCHOOL,0.20668354232764566
107 BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,0.1574058081734048
113 BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,0.1417594897585162
153 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.34216499559016406
123 BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,0.13986875724626652
445 SIN MING AVENUE,AI TONG SCHOOL,0.25257917540270075
114 BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,0.1725785000677352
191 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.3770890387503214
256 BISHAN STREET 22,CATHOLIC HIGH SCHOOL,0.7689790518239997
189 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.3157411407779083
195 BISHAN STREET 13,GUANGYANG PRIMARY SCHOOL,0.3130689955486888
503 BISHAN STREET 11,GUANGYANG PRIMARY SCHOOL,0.35812875959561596
135 BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,0.276600509854531
157 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.41954273630922423
444 SIN MING AVENUE,AI TONG SCHOOL,0.2394737976005194
228 BISHAN STREET 23,CATHOLIC HIGH SCHOOL,0.42014657572552283
290 BISHAN STREET 24,CATHOLIC HIGH SCHOOL,0.15645110535547668
179 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.29526844400306357
238 BISHAN STREET 22,CATHOLIC HIGH SCHOOL,0.554752081791128
245 BISHAN STREET 22,CATHOLIC HIGH SCHOOL,0.6106567141555812
186 BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.20960030912545063
420 BUKIT BATOK WEST AVENUE 2,ST. ANTHONY'S PRIMARY SCHOOL,0.42649357530540016
267 BUKIT BATOK EAST AVENUE 4,KEMING PRIMARY SCHOOL,0.5277708219532293
523 BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,0.3416382999089946
283 BUKIT BATOK EAST AVENUE 3,KEMING PRIMARY SCHOOL,0.19801135080463217
271 BUKIT BATOK EAST AVENUE 4,KEMING PRIMARY SCHOOL,0.3993531188222823
272 BUKIT BATOK EAST AVENUE 4,KEMING PRIMARY SCHOOL,0.4013899579941088
316 BUKIT BATOK STREET 32,DAZHONG PRIMARY SCHOOL,0.23897639982095575
160 BUKIT BATOK STREET 11,PRINCESS ELIZABETH PRIMARY SCHOOL,0.1504195299277327
229 BUKIT BATOK EAST AVENUE 3,BUKIT VIEW PRIMARY SCHOOL,0.29004073961636545
417 BUKIT BATOK WEST AVENUE 4,ST. ANTHONY'S PRIMARY SCHOOL,0.3330441558304289
175 BUKIT BATOK WEST AVENUE 8,YUHUA PRIMARY SCHOOL,0.3086266565491462
180 BUKIT BATOK WEST AVENUE 8,YUHUA PRIMARY SCHOOL,0.36077086519077173
321 BUKIT BATOK STREET 33,DAZHONG PRIMARY SCHOOL,0.24993802961513437
409 BUKIT BATOK WEST AVENUE 4,ST. ANTHONY'S PRIMARY SCHOOL,0.3841551010760755
161 BUKIT BATOK STREET 11,PRINCESS ELIZABETH PRIMARY SCHOOL,0.1683559981895716
225 BUKIT BATOK CENTRAL,BUKIT VIEW PRIMARY SCHOOL,0.3143484196824253
363 BUKIT BATOK STREET 31,DAZHONG PRIMARY SCHOOL,0.23009075087465872
233 BUKIT BATOK EAST AVENUE 5,BUKIT VIEW PRIMARY SCHOOL,0.3659547179341447
164 BUKIT BATOK STREET 11,PRINCESS ELIZABETH PRIMARY SCHOOL,0.2861240807163154
231 BUKIT BATOK EAST AVENUE 5,BUKIT VIEW PRIMARY SCHOOL,0.36867160622843514
238 BUKIT BATOK EAST AVENUE 5,BUKIT VIEW PRIMARY SCHOOL,0.4550856943880455
258 BUKIT BATOK EAST AVENUE 4,LIANHUA PRIMARY SCHOOL,0.6181335342512887
207 BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,0.4788470282679254
311 BUKIT BATOK STREET 32,DAZHONG PRIMARY SCHOOL,0.10087373359398243
510 BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,0.18032606044373828
333 BUKIT BATOK STREET 32,ST. ANTHONY'S PRIMARY SCHOOL,0.16194686544772852
146 BUKIT BATOK WEST AVENUE 6,PRINCESS ELIZABETH PRIMARY SCHOOL,0.378222884500423
148 BUKIT BATOK WEST AVENUE 6,PRINCESS ELIZABETH PRIMARY SCHOOL,0.3494978750018846
105 BUKIT BATOK CENTRAL,PRINCESS ELIZABETH PRIMARY SCHOOL,0.7198230634218626
302 BUKIT BATOK STREET 31,DAZHONG PRIMARY SCHOOL,0.22812286916420801
337 BUKIT BATOK STREET 34,ST. ANTHONY'S PRIMARY SCHOOL,0.07663719841373474
313 BUKIT BATOK STREET 32,DAZHONG PRIMARY SCHOOL,0.1410556446431121
288D BUKIT BATOK STREET 25,KEMING PRIMARY SCHOOL,0.3143511298488856
266 BUKIT BATOK EAST AVENUE 4,KEMING PRIMARY SCHOOL,0.5809143351364506
392 BUKIT BATOK WEST AVENUE 5,ST. ANTHONY'S PRIMARY SCHOOL,0.49086333048703545
291A BUKIT BATOK STREET 24,KEMING PRIMARY SCHOOL,0.2104690642822568
367 BUKIT BATOK STREET 31,DAZHONG PRIMARY SCHOOL,0.18622742926267646
108 BUKIT BATOK WEST AVENUE 6,PRINCESS ELIZABETH PRIMARY SCHOOL,0.6721104327848505
290E BUKIT BATOK STREET 24,KEMING PRIMARY SCHOOL,0.22766200738694312
383 BUKIT BATOK WEST AVENUE 5,ST. ANTHONY'S PRIMARY SCHOOL,0.3876445796364354
201 BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,0.6412760246013383
290F BUKIT BATOK STREET 24,KEMING PRIMARY SCHOOL,0.26224208373786534
291E BUKIT BATOK STREET 24,BUKIT VIEW PRIMARY SCHOOL,0.29400888812261683
419 BUKIT BATOK WEST AVENUE 2,DAZHONG PRIMARY SCHOOL,0.3972805464397586
191 BUKIT BATOK WEST AVENUE 6,YUHUA PRIMARY SCHOOL,0.5596217293096271
189 BUKIT BATOK WEST AVENUE 6,YUHUA PRIMARY SCHOOL,0.6701388406426192
390 BUKIT BATOK WEST AVENUE 5,ST. ANTHONY'S PRIMARY SCHOOL,0.3779018979059804
297 BUKIT BATOK STREET 22,BUKIT VIEW PRIMARY SCHOOL,0.7046057845567577
286 BUKIT BATOK EAST AVENUE 3,KEMING PRIMARY SCHOOL,0.259210960070431
110 BUKIT BATOK WEST AVENUE 6,PRINCESS ELIZABETH PRIMARY SCHOOL,0.5938341072435591
402 BUKIT BATOK WEST AVENUE 7,ST. ANTHONY'S PRIMARY SCHOOL,0.5603900057599243
406 BUKIT BATOK WEST AVENUE 7,ST. ANTHONY'S PRIMARY SCHOOL,0.39898018414045505
526 BUKIT BATOK STREET 51,DAZHONG PRIMARY SCHOOL,0.36829051370612215
140 BUKIT BATOK STREET 11,PRINCESS ELIZABETH PRIMARY SCHOOL,0.3901551145795712
7 TELOK BLANGAH CRESCENT,GAN ENG SENG PRIMARY SCHOOL,0.9587077955101924
8 TELOK BLANGAH CRESCENT,GAN ENG SENG PRIMARY SCHOOL,1.011811829865071
42 TELOK BLANGAH RISE,ZHANGDE PRIMARY SCHOOL,1.5141525025896396
43 TELOK BLANGAH RISE,ZHANGDE PRIMARY SCHOOL,1.5590581468368259
28 HOY FATT ROAD,GAN ENG SENG PRIMARY SCHOOL,0.5753161371319268
138 JALAN BUKIT MERAH,ZHANGDE PRIMARY SCHOOL,0.640788592633531
86 REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,0.3980962484017002
31 TELOK BLANGAH RISE,BLANGAH RISE PRIMARY SCHOOL,1.4195775394710455
1 TELOK BLANGAH CRESCENT,GAN ENG SENG PRIMARY SCHOOL,0.7776139060765977
30 TELOK BLANGAH RISE,BLANGAH RISE PRIMARY SCHOOL,1.3395608616766046
14 TAMAN HO SWEE,ZHANGDE PRIMARY SCHOOL,0.8063356558946303
46 JALAN BUKIT HO SWEE,ALEXANDRA PRIMARY SCHOOL,0.3867196558004486
22 TELOK BLANGAH CRESCENT,ZHANGDE PRIMARY SCHOOL,1.0870233147927262
148 SILAT AVENUE,ZHANGDE PRIMARY SCHOOL,0.9788105254984297
62 TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,0.29234158819932327
128 BUKIT MERAH VIEW,ZHANGDE PRIMARY SCHOOL,0.3395767922116882
5 EVERTON PARK,ZHANGDE PRIMARY SCHOOL,1.7186128284250475
2 EVERTON PARK,ZHANGDE PRIMARY SCHOOL,1.6681480613030422
55 HAVELOCK ROAD,ALEXANDRA PRIMARY SCHOOL,0.5546917391454348
26D JALAN MEMBINA,ZHANGDE PRIMARY SCHOOL,0.2480459466789416
51 LENGKOK BAHRU,GAN ENG SENG PRIMARY SCHOOL,0.37669627207786816
65 TELOK BLANGAH DRIVE,BLANGAH RISE PRIMARY SCHOOL,0.3028942907711876
54 LENGKOK BAHRU,GAN ENG SENG PRIMARY SCHOOL,0.39176595175859746
108 JALAN BUKIT MERAH,ZHANGDE PRIMARY SCHOOL,0.5548426194427198
40 JALAN RUMAH TINGGI,GAN ENG SENG PRIMARY SCHOOL,0.6005431749081429
8 JALAN RUMAH TINGGI,QUEENSTOWN PRIMARY SCHOOL,0.7692220916039268
12 JALAN BUKIT MERAH,QUEENSTOWN PRIMARY SCHOOL,0.8871197375912838
18 CANTONMENT CLOSE,ZHANGDE PRIMARY SCHOOL,1.8832353018361925
75B REDHILL ROAD,GAN ENG SENG PRIMARY SCHOOL,0.2884963172675412
13 CANTONMENT CLOSE,ZHANGDE PRIMARY SCHOOL,1.9297048288230167
120A KIM TIAN PLACE,ZHANGDE PRIMARY SCHOOL,0.23718559186397764
6A BOON TIONG ROAD,ZHANGDE PRIMARY SCHOOL,0.6670432489278687
126C KIM TIAN ROAD,ZHANGDE PRIMARY SCHOOL,0.4288452917784162
73 TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,0.07538234511535806
117 BUKIT MERAH CENTRAL,GAN ENG SENG PRIMARY SCHOOL,0.25546988004478266
104A DEPOT ROAD,BLANGAH RISE PRIMARY SCHOOL,0.6312205715874879
103B DEPOT ROAD,GAN ENG SENG PRIMARY SCHOOL,0.6222722398402565
112B DEPOT ROAD,BLANGAH RISE PRIMARY SCHOOL,0.6106530305752941
9 JALAN RUMAH TINGGI,QUEENSTOWN PRIMARY SCHOOL,0.744856055029476
2 DELTA AVENUE,ALEXANDRA PRIMARY SCHOOL,0.40334295284949073
9 CANTONMENT CLOSE,ZHANGDE PRIMARY SCHOOL,1.774247944195007
70 REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,0.18474057373567931
118B JALAN MEMBINA,ZHANGDE PRIMARY SCHOOL,0.26787175780961003
131 CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.19745543785748226
229 PENDING ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.31215751823707905
109 GANGSA ROAD,ZHENGHUA PRIMARY SCHOOL,0.3016299044707414
137 PETIR ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.15209686890995042
143 PETIR ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.38046593069508094
257 BANGKIT ROAD,ZHENGHUA PRIMARY SCHOOL,0.47503260455115753
611 BUKIT PANJANG RING ROAD,WEST VIEW PRIMARY SCHOOL,0.17685757503015323
512 JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,0.162856051013813
221 PENDING ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.4936186101832639
145 PETIR ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.38270654065710963
477 SEGAR ROAD,BEACON PRIMARY SCHOOL,0.5883383238809273
504 JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,0.16420647064067437
216 PETIR ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.5994267309415303
525 JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,0.27666147536177466
630 SENJA ROAD,WEST VIEW PRIMARY SCHOOL,0.325741593524951
166 GANGSA ROAD,ZHENGHUA PRIMARY SCHOOL,0.483100363663918
457 SEGAR ROAD,GREENRIDGE PRIMARY SCHOOL,0.40620025115030656
170 GANGSA ROAD,ZHENGHUA PRIMARY SCHOOL,0.3598289310791263
178 LOMPANG ROAD,ZHENGHUA PRIMARY SCHOOL,0.48235483538886015
163 GANGSA ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.6210954170728415
181 JELEBU ROAD,WEST VIEW PRIMARY SCHOOL,0.5852882747991103
483 SEGAR ROAD,BEACON PRIMARY SCHOOL,0.5616545203143445
136 PETIR ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.1293720452218563
481 SEGAR ROAD,GREENRIDGE PRIMARY SCHOOL,0.6279569917688878
608 SENJA ROAD,WEST VIEW PRIMARY SCHOOL,0.1561933300225421
173 GANGSA ROAD,ZHENGHUA PRIMARY SCHOOL,0.26331843512376646
183 JELEBU ROAD,WEST VIEW PRIMARY SCHOOL,0.5234362119179616
470 SEGAR ROAD,BEACON PRIMARY SCHOOL,0.4956387832128875
130 CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,0.21660325241605496
527 JELAPANG ROAD,GREENRIDGE PRIMARY SCHOOL,0.30112674180804727
542 JELAPANG ROAD,WEST VIEW PRIMARY SCHOOL,0.4195302165346065
8 EMPRESS ROAD,NANYANG PRIMARY SCHOOL,0.557253372756908
18 TOH YI DRIVE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.4061392965618232
6 FARRER ROAD,NANYANG PRIMARY SCHOOL,0.3915759532742889
11 TOH YI DRIVE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.4061288803535987
10 JALAN KUKOH,RIVER VALLEY PRIMARY SCHOOL,0.8667901898340841
34 UPPER CROSS STREET,RIVER VALLEY PRIMARY SCHOOL,1.1233102845217757
2 TANJONG PAGAR PLAZA,ZHANGDE PRIMARY SCHOOL,2.102760500550088
533 UPPER CROSS STREET,RIVER VALLEY PRIMARY SCHOOL,1.4889114945106043
