address,nearest_mrt,nearest_mrt_dist
28 KELANTAN ROAD,JALAN BESAR MRT STATION,0.25318216112368247
4 SAGO LANE,OUTRAM PARK MRT STATION,0.3616677953358151
4 TANJONG PAGAR PLAZA,TANJONG PAGAR MRT STATION,0.34000325493068323
532 UPPER CROSS STREET,CHINATOWN MRT STATION,0.09379807076571331
53 CHIN SWEE ROAD,CLARKE QUAY MRT STATION,0.5186850840955651
335B SMITH STREET,CHINATOWN MRT STATION,0.2791089617767009
1E CANTONMENT ROAD,OUTRAM PARK MRT STATION,0.4187048581568263
1D CANTONMENT ROAD,OUTRAM PARK MRT STATION,0.40042837894804706
19 TECK WHYE LANE,TECK WHYE LRT STATION,0.31141324402782705
106 TECK WHYE LANE,TECK WHYE LRT STATION,0.16545151060029514
4 TECK WHYE AVENUE,KEAT HONG LRT STATION,0.5571666129998042
26 TECK WHYE LANE,TECK WHYE LRT STATION,0.24834744098175535
688C CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.741629594698666
333 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.25569950520584933
25 TECK WHYE LANE,TECK WHYE LRT STATION,0.21844085982692438
686A CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.7595920959440771
289 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.5274255296453239
504 CHOA CHU KANG STREET 51,CHOA CHU KANG MRT STATION,0.4489090659137334
102 TECK WHYE LANE,TECK WHYE LRT STATION,0.0877814409667523
152 JALAN TECK WHYE,PHOENIX LRT STATION,0.022606422889184716
506 CHOA CHU KANG STREET 51,CHOA CHU KANG MRT STATION,0.47171920477722046
406 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.5658135190241684
444 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.8617397260726102
216 CHOA CHU KANG CENTRAL,CHOA CHU KANG LRT STATION,0.33775451744775836
613 CHOA CHU KANG STREET 62,YEW TEE MRT STATION,0.4788462959364651
790 CHOA CHU KANG NORTH 6,YEW TEE MRT STATION,0.30965215688453046
765 CHOA CHU KANG NORTH 5,YEW TEE MRT STATION,0.5925377327686157
401 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.6193574605321411
476B CHOA CHU KANG AVENUE 5,SOUTH VIEW LRT STATION,0.9299088061405636
476C CHOA CHU KANG AVENUE 5,SOUTH VIEW LRT STATION,0.8838718971982712
634 CHOA CHU KANG NORTH 6,YEW TEE MRT STATION,0.2782544269810952
227 CHOA CHU KANG CENTRAL,SOUTH VIEW LRT STATION,0.12327209451624321
483 CHOA CHU KANG AVENUE 5,SOUTH VIEW LRT STATION,0.9727894923821968
516 CHOA CHU KANG STREET 51,CHOA CHU KANG MRT STATION,0.6249808821737823
686B CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.7978046570294375
297B CHOA CHU KANG AVENUE 2,SOUTH VIEW LRT STATION,0.4067567374210285
18 TECK WHYE LANE,TECK WHYE LRT STATION,0.1827833498924339
674 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.4467134548024509
677 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.48891795983295583
691A CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.6044763360536667
461 CHOA CHU KANG AVENUE 4,SOUTH VIEW LRT STATION,1.2184982985134862
684D CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.7927118376293522
213 CHOA CHU KANG CENTRAL,SOUTH VIEW LRT STATION,0.2977574917377423
130 CHOA CHU KANG AVENUE 1,KEAT HONG LRT STATION,0.3277247595255363
531 CHOA CHU KANG STREET 51,YEW TEE MRT STATION,0.8311414787266647
163 JALAN TECK WHYE,PHOENIX LRT STATION,0.2820449544761512
315 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.37174522013079236
120 TECK WHYE LANE,KEAT HONG LRT STATION,0.14532598815620942
207 CHOA CHU KANG CENTRAL,SOUTH VIEW LRT STATION,0.28180307643447106
704 WEST COAST ROAD,CLEMENTI MRT STATION,1.09929943904056
705 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.1609677016421733
507 WEST COAST DRIVE,CLEMENTI MRT STATION,0.5928644879842015
602 CLEMENTI WEST STREET 1,CLEMENTI MRT STATION,1.1117488082291052
362 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.5877267381724289
303 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.6882916264584085
430 CLEMENTI AVENUE 3,CLEMENTI MRT STATION,0.3562567147344947
433 CLEMENTI AVENUE 3,CLEMENTI MRT STATION,0.3937486121031727
363 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.4862380779996134
375 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.4094807920229822
511 WEST COAST DRIVE,CLEMENTI MRT STATION,0.7512453287153693
410 COMMONWEALTH AVENUE WEST,CLEMENTI MRT STATION,0.6450826105016622
350 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.5594081842675495
327 CLEMENTI AVENUE 5,CLEMENTI MRT STATION,0.19493511642286476
462 CLEMENTI AVENUE 3,CLEMENTI MRT STATION,0.4513029588615087
68 CIRCUIT ROAD,MACPHERSON MRT STATION,0.15546968535854436
44 CIRCUIT ROAD,MATTAR MRT STATION,0.3205925455046704
91 PAYA LEBAR WAY,MACPHERSON MRT STATION,0.477909885730871
45 CIRCUIT ROAD,MATTAR MRT STATION,0.3196198721103687
57 CIRCUIT ROAD,MACPHERSON MRT STATION,0.3309167923722772
66 CIRCUIT ROAD,MACPHERSON MRT STATION,0.1859373276785091
19 EUNOS CRESCENT,EUNOS MRT STATION,0.4967356839192815
99 ALJUNIED CRESCENT,ALJUNIED MRT STATION,0.5689520605657378
321 UBI AVENUE 1,UBI MRT STATION,0.633456790977717
301 UBI AVENUE 1,UBI MRT STATION,0.31359521720192607
106 ALJUNIED CRESCENT,ALJUNIED MRT STATION,0.28996294207303097
45 SIMS DRIVE,ALJUNIED MRT STATION,0.5068306778075136
36 CASSIA CRESCENT,DAKOTA MRT STATION,0.4661843346115258
111 ALJUNIED CRESCENT,ALJUNIED MRT STATION,0.4531015411441145
4 JOO CHIAT ROAD,EUNOS MRT STATION,0.679492916952291
10 PINE CLOSE,MOUNTBATTEN MRT STATION,0.3277923709030719
315 UBI AVENUE 1,UBI MRT STATION,0.4498458848253704
349 UBI AVENUE 1,UBI MRT STATION,0.4825892112415255
121 PAYA LEBAR WAY,MATTAR MRT STATION,0.5492227085318694
2 HAIG ROAD,PAYA LEBAR MRT STATION,0.8159120180188426
5 PINE CLOSE,MOUNTBATTEN MRT STATION,0.09470699222009459
11 PINE CLOSE,MOUNTBATTEN MRT STATION,0.21208164640848104
53 PIPIT ROAD,MACPHERSON MRT STATION,0.37556131824095024
335 UBI AVENUE 1,UBI MRT STATION,0.5915432941192572
2 HOUGANG AVENUE 3,HOUGANG MRT STATION,0.9061685702335436
677 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.8976036064607164
679 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.8502435846315319
645 HOUGANG AVENUE 8,HOUGANG MRT STATION,1.2172173827932466
240 HOUGANG STREET 22,KOVAN MRT STATION,0.7478815190906111
986B BUANGKOK CRESCENT,TONGKANG LRT STATION,1.0083541189575294
125 HOUGANG AVENUE 1,KOVAN MRT STATION,0.8736433095639876
317 HOUGANG AVENUE 7,HOUGANG MRT STATION,0.8029824410835072
611 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.8623943200803613
606 HOUGANG AVENUE 4,HOUGANG MRT STATION,0.7200586060663463
980C BUANGKOK CRESCENT,TONGKANG LRT STATION,1.1642165541679999
910 HOUGANG STREET 91,TONGKANG LRT STATION,1.2043220555873908
248 HOUGANG AVENUE 3,KOVAN MRT STATION,0.8421882990740973
328 HOUGANG AVENUE 5,HOUGANG MRT STATION,0.5666864416985276
690 HOUGANG STREET 61,HOUGANG MRT STATION,0.9707917741271601
554 HOUGANG STREET 51,BUANGKOK MRT STATION,0.5957881943893883
710 HOUGANG AVENUE 2,HOUGANG MRT STATION,0.7137318810660055
980D BUANGKOK CRESCENT,TONGKANG LRT STATION,1.120989551841464
978C BUANGKOK CRESCENT,TONGKANG LRT STATION,1.3000270133742264
952 HOUGANG AVENUE 9,HOUGANG MRT STATION,1.689720992056855
417 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.6343839402208008
568 HOUGANG STREET 51,BUANGKOK MRT STATION,0.7005535687007729
981D BUANGKOK CRESCENT,TONGKANG LRT STATION,1.2218245332589237
161 HOUGANG STREET 11,SERANGOON MRT STATION,0.6930192837989525
457 HOUGANG AVENUE 10,BUANGKOK MRT STATION,0.7262844673673339
468 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.6059691575996423
167 HOUGANG AVENUE 1,KOVAN MRT STATION,0.998509631840369
918 HOUGANG AVENUE 9,HOUGANG MRT STATION,1.0949702427936854
979C BUANGKOK CRESCENT,TONGKANG LRT STATION,1.2673898545436142
251 HOUGANG AVENUE 3,KOVAN MRT STATION,0.7311632905133366
436 HOUGANG AVENUE 8,BUANGKOK MRT STATION,0.6318573902613939
306 HOUGANG AVENUE 5,HOUGANG MRT STATION,0.5703646499163535
526 HOUGANG AVENUE 6,HOUGANG MRT STATION,0.3994317790242272
16 HOUGANG AVENUE 3,KOVAN MRT STATION,0.7271940594508903
649 HOUGANG AVENUE 8,HOUGANG MRT STATION,1.3246100930544744
699A HOUGANG STREET 52,HOUGANG MRT STATION,0.7400475207397325
917 HOUGANG AVENUE 9,HOUGANG MRT STATION,1.0713233319478814
655 HOUGANG AVENUE 8,HOUGANG MRT STATION,1.178809469594617
467 HOUGANG AVENUE 8,HOUGANG MRT STATION,0.5358599602677178
838 HOUGANG CENTRAL,HOUGANG MRT STATION,0.18994280886381457
974 HOUGANG STREET 91,TONGKANG LRT STATION,1.4632502755242438
959 HOUGANG STREET 91,TONGKANG LRT STATION,1.5547953085499797
961 HOUGANG AVENUE 9,TONGKANG LRT STATION,1.5108481230976722
640 HOUGANG AVENUE 8,KOVAN MRT STATION,1.366472801363917
455 HOUGANG AVENUE 10,BUANGKOK MRT STATION,0.6488674954704121
852 HOUGANG CENTRAL,HOUGANG MRT STATION,0.23337847450950502
237 HOUGANG STREET 21,KOVAN MRT STATION,0.5770904104314286
23 TEBAN GARDENS ROAD,JURONG EAST MRT STATION,1.1878466056609358
249 JURONG EAST STREET 24,CHINESE GARDEN MRT STATION,0.7420818914250977
412 PANDAN GARDENS,JURONG EAST MRT STATION,1.5897969844979725
252 JURONG EAST STREET 24,CHINESE GARDEN MRT STATION,0.6187661602709208
245 JURONG EAST STREET 24,JURONG EAST MRT STATION,0.9446343020125956
40 TEBAN GARDENS ROAD,JURONG EAST MRT STATION,1.3053519685970625
241 JURONG EAST STREET 24,JURONG EAST MRT STATION,0.9240833686569101
243 JURONG EAST STREET 24,JURONG EAST MRT STATION,0.9918772227404635
244 JURONG EAST STREET 24,JURONG EAST MRT STATION,1.048274666091443
308 JURONG EAST STREET 32,CHINESE GARDEN MRT STATION,0.5908772148343202
52 TEBAN GARDENS ROAD,JURONG EAST MRT STATION,1.445262078980045
217 JURONG EAST STREET 21,CHINESE GARDEN MRT STATION,0.6609612724412212
282 TOH GUAN ROAD,JURONG EAST MRT STATION,0.8930959921431696
21 TEBAN GARDENS ROAD,JURONG EAST MRT STATION,1.10381762636028
260 JURONG EAST STREET 24,CHINESE GARDEN MRT STATION,0.8623300071863992
240 JURONG EAST STREET 21,JURONG EAST MRT STATION,0.8787526771826959
209 JURONG EAST STREET 21,JURONG EAST MRT STATION,0.5714428851188562
276 TOH GUAN ROAD,BUKIT BATOK MRT STATION,0.9231030802327067
50 TEBAN GARDENS ROAD,JURONG EAST MRT STATION,1.4750537475581842
285D TOH GUAN ROAD,JURONG EAST MRT STATION,0.6700336475766129
287D JURONG EAST STREET 21,JURONG EAST MRT STATION,0.559828218388591
287C JURONG EAST STREET 21,JURONG EAST MRT STATION,0.5957508069120133
191 BOON LAY DRIVE,BOON LAY MRT STATION,0.8870002935338709
515 JURONG WEST STREET 52,LAKESIDE MRT STATION,0.23944423291850872
455 JURONG WEST STREET 42,LAKESIDE MRT STATION,0.7994196831752783
462 JURONG WEST STREET 41,LAKESIDE MRT STATION,0.7246703911914559
939 JURONG WEST STREET 91,PIONEER MRT STATION,1.097351273393702
412 JURONG WEST STREET 42,LAKESIDE MRT STATION,1.1500092825992956
920 JURONG WEST STREET 92,PIONEER MRT STATION,1.0319185426660067
736 JURONG WEST STREET 75,BOON LAY MRT STATION,0.9644716179033946
812 JURONG WEST STREET 81,PIONEER MRT STATION,0.9779413347668355
924 JURONG WEST STREET 92,PIONEER MRT STATION,0.8850780433680642
826 JURONG WEST STREET 81,PIONEER MRT STATION,0.9898265158619921
735 JURONG WEST STREET 75,BOON LAY MRT STATION,0.9968535470291104
718 JURONG WEST STREET 71,PIONEER MRT STATION,0.6762165475605478
276D JURONG WEST STREET 25,BOON LAY MRT STATION,1.6683369680999924
814 JURONG WEST STREET 81,PIONEER MRT STATION,0.9094664349361078
543 JURONG WEST STREET 42,LAKESIDE MRT STATION,1.0176959468275604
483 JURONG WEST STREET 41,LAKESIDE MRT STATION,0.5948395686020078
664C JURONG WEST STREET 64,BOON LAY MRT STATION,0.3267273656520253
676A JURONG WEST STREET 64,BOON LAY MRT STATION,0.8306110504679262
620 JURONG WEST STREET 65,PIONEER MRT STATION,0.4906365629236572
486 JURONG WEST AVENUE 1,LAKESIDE MRT STATION,0.7765734673165106
348 KANG CHING ROAD,LAKESIDE MRT STATION,0.42389491924767925
649A JURONG WEST STREET 61,PIONEER MRT STATION,0.04896940380143217
645 JURONG WEST STREET 61,PIONEER MRT STATION,0.1865945097659848
685B JURONG WEST STREET 64,BOON LAY MRT STATION,0.5218508604398618
687 JURONG WEST CENTRAL 1,BOON LAY MRT STATION,0.3267752459747523
520 JURONG WEST STREET 52,LAKESIDE MRT STATION,0.3979739422691555
276C JURONG WEST STREET 25,BOON LAY MRT STATION,1.6279057362246674
852 JURONG WEST STREET 81,PIONEER MRT STATION,1.1994608981650525
667B JURONG WEST STREET 65,BOON LAY MRT STATION,0.5616088910874267
725 JURONG WEST AVENUE 5,PIONEER MRT STATION,0.8708839028721186
654A JURONG WEST STREET 61,PIONEER MRT STATION,0.19438593720658126
631 JURONG WEST STREET 65,PIONEER MRT STATION,0.7101163483000332
678C JURONG WEST STREET 64,BOON LAY MRT STATION,0.7291920587616985
664B JURONG WEST STREET 64,BOON LAY MRT STATION,0.2773363378838868
658B JURONG WEST STREET 65,PIONEER MRT STATION,0.40126167986466454
988C JURONG WEST STREET 93,PIONEER MRT STATION,0.2666482964498172
989C JURONG WEST STREET 93,PIONEER MRT STATION,0.31253276235874106
681B JURONG WEST CENTRAL 1,BOON LAY MRT STATION,0.6981348712817953
661C JURONG WEST STREET 64,BOON LAY MRT STATION,0.3013799835598547
9 JALAN BATU,MOUNTBATTEN MRT STATION,0.3759697268027541
28 JALAN BAHAGIA,BOON KENG MRT STATION,0.7399638985406677
85 WHAMPOA DRIVE,BOON KENG MRT STATION,0.6993173283751329
73 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.18719875081302334
35 JALAN BAHAGIA,BOON KENG MRT STATION,0.9021272056172054
44 BENDEMEER ROAD,GEYLANG BAHRU MRT STATION,0.5665598224518918
4 JALAN BATU,MOUNTBATTEN MRT STATION,0.5085928268454085
1 KAMPONG KAYU ROAD,MOUNTBATTEN MRT STATION,0.32468646534222684
95 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.1975042675140668
86 WHAMPOA DRIVE,BOON KENG MRT STATION,0.7732581790828543
68 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.2124365165872846
94 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.15348484380277894
462 CRAWFORD LANE,LAVENDER MRT STATION,0.37589279826365146
34 WHAMPOA WEST,BOON KENG MRT STATION,0.15633138034029995
3 BEACH ROAD,LAVENDER MRT STATION,0.4442829553441139
99 WHAMPOA DRIVE,FARRER PARK MRT STATION,0.8549581716098162
11 SAINT GEORGE'S ROAD,BOON KENG MRT STATION,0.35501477864489384
101 JALAN RAJAH,TOA PAYOH MRT STATION,0.549645785804031
43 CAMBRIDGE ROAD,FARRER PARK MRT STATION,0.6372112599772806
38A BENDEMEER ROAD,GEYLANG BAHRU MRT STATION,0.5391493748514405
2B UPPER BOON KENG ROAD,KALLANG MRT STATION,0.23625261832266448
2A UPPER BOON KENG ROAD,KALLANG MRT STATION,0.2553047071017135
48 DORSET ROAD,FARRER PARK MRT STATION,0.475799990769578
4C SAINT GEORGE'S LANE,BOON KENG MRT STATION,0.2840201525560869
12 NORTH BRIDGE ROAD,LAVENDER MRT STATION,0.3391771050138287
11 JALAN BATU,MOUNTBATTEN MRT STATION,0.49822463622095436
3B UPPER BOON KENG ROAD,KALLANG MRT STATION,0.3496959781115212
815 JELLICOE ROAD,LAVENDER MRT STATION,0.12720904948554937
173B PUNGGOL FIELD,MERIDIAN LRT STATION,0.13017618610702242
108C MCNAIR ROAD,BOON KENG MRT STATION,0.2885343996488837
8 BOON KENG ROAD,BENDEMEER MRT STATION,0.3458606906531896
10 JALAN BATU,MOUNTBATTEN MRT STATION,0.4613932894654727
5 MARINE TERRACE,KEMBANGAN MRT STATION,1.8829827754813744
18 MARINE TERRACE,KEMBANGAN MRT STATION,1.97722708865291
45 MARINE CRESCENT,KEMBANGAN MRT STATION,1.8239566530383835
60 MARINE DRIVE,EUNOS MRT STATION,1.9062125844131348
61 MARINE DRIVE,EUNOS MRT STATION,1.9459381290710291
2 MARINE TERRACE,KEMBANGAN MRT STATION,1.9224127989832682
78 MARINE DRIVE,EUNOS MRT STATION,2.0968215401935706
72 MARINE DRIVE,EUNOS MRT STATION,1.806851274330218
560 PASIR RIS STREET 51,PASIR RIS MRT STATION,0.7051976383638497
768 PASIR RIS STREET 71,PASIR RIS MRT STATION,1.5539789323060607
723 PASIR RIS STREET 72,PASIR RIS MRT STATION,1.645673233927601
115 PASIR RIS STREET 11,PASIR RIS MRT STATION,0.7706455652852908
411 PASIR RIS DRIVE 6,PASIR RIS MRT STATION,0.5688969447238931
476 PASIR RIS DRIVE 6,PASIR RIS MRT STATION,1.037883407630498
574 PASIR RIS STREET 53,PASIR RIS MRT STATION,0.37520918543085924
754 PASIR RIS STREET 71,PASIR RIS MRT STATION,1.7535851448250417
760 PASIR RIS STREET 71,PASIR RIS MRT STATION,1.7915921702085267
146 PASIR RIS STREET 11,TAMPINES EAST MRT STATION,0.9751089526665225
634 PASIR RIS DRIVE 1,PASIR RIS MRT STATION,1.0828472771149316
417 PASIR RIS DRIVE 6,PASIR RIS MRT STATION,0.697288847506512
273 PASIR RIS STREET 21,TAMPINES EAST MRT STATION,1.431691673943556
746 PASIR RIS STREET 71,PASIR RIS MRT STATION,1.6888067130172246
644 PASIR RIS DRIVE 10,PASIR RIS MRT STATION,1.4159428429359215
267 PASIR RIS STREET 21,TAMPINES EAST MRT STATION,1.4598112223769972
710 PASIR RIS STREET 72,PASIR RIS MRT STATION,1.6300016283875804
203 PASIR RIS STREET 21,TAMPINES EAST MRT STATION,1.4490118159195218
651 PASIR RIS DRIVE 10,PASIR RIS MRT STATION,1.3949727305971644
246 PASIR RIS STREET 21,PASIR RIS MRT STATION,1.4815465054905723
456 PASIR RIS DRIVE 4,PASIR RIS MRT STATION,1.0706163070174775
101 PASIR RIS STREET 12,PASIR RIS MRT STATION,1.1916958143295289
544 PASIR RIS STREET 51,PASIR RIS MRT STATION,0.5537538244145503
448 PASIR RIS DRIVE 6,PASIR RIS MRT STATION,1.0189382909422733
779 PASIR RIS STREET 71,PASIR RIS MRT STATION,1.252840621936102
604 ELIAS ROAD,PASIR RIS MRT STATION,0.7579006355887251
175A PUNGGOL FIELD,MERIDIAN LRT STATION,0.054483793844862925
134 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.3188522884935172
126A EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.13796299484212915
604B PUNGGOL ROAD,DAMAI LRT STATION,0.21519184369769262
635A PUNGGOL DRIVE,OASIS LRT STATION,0.1885149955966125
641A PUNGGOL DRIVE,KADALOOR LRT STATION,0.1157135997241887
603B PUNGGOL ROAD,DAMAI LRT STATION,0.23350959068308266
268C PUNGGOL FIELD,SOO TECK LRT STATION,0.21681828891303478
613C PUNGGOL DRIVE,DAMAI LRT STATION,0.13855952061560803
617D PUNGGOL DRIVE,OASIS LRT STATION,0.07488854909301329
615A EDGEFIELD PLAINS,DAMAI LRT STATION,0.1843428720059871
612D PUNGGOL DRIVE,DAMAI LRT STATION,0.12272029744631244
267A PUNGGOL FIELD,SOO TECK LRT STATION,0.08780907473734485
305A PUNGGOL ROAD,DAMAI LRT STATION,0.21193639627489846
303B PUNGGOL CENTRAL,DAMAI LRT STATION,0.3717527344230651
289D PUNGGOL PLACE,PUNGGOL LRT STATION,0.37056823698709485
288C PUNGGOL PLACE,PUNGGOL LRT STATION,0.31892412939609527
109B EDGEDALE PLAINS,MERIDIAN LRT STATION,0.22919959752092514
138 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.33455458526979415
110D PUNGGOL FIELD,MERIDIAN LRT STATION,0.25339537137454243
117 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.2878910900831334
176D EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.12669880827786625
649 PUNGGOL CENTRAL,KADALOOR LRT STATION,0.31173612611008394
103A EDGEFIELD PLAINS,COVE LRT STATION,0.1759808015960501
185 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.18624245718188412
173D PUNGGOL FIELD,MERIDIAN LRT STATION,0.22537029141373746
638C PUNGGOL DRIVE,KADALOOR LRT STATION,0.13302238046443082
160A PUNGGOL CENTRAL,RIVIERA LRT STATION,0.10154123944526629
294 PUNGGOL CENTRAL,PUNGGOL LRT STATION,0.38129108373046394
298 PUNGGOL CENTRAL,COVE LRT STATION,0.3709521869742514
267C PUNGGOL FIELD,SOO TECK LRT STATION,0.16170987620957245
288A PUNGGOL PLACE,PUNGGOL LRT STATION,0.3191945491198417
190 PUNGGOL CENTRAL,MERIDIAN LRT STATION,0.285387451309349
111 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.26521656623774187
92 COMMONWEALTH DRIVE,COMMONWEALTH MRT STATION,0.4223312430962165
4 GHIM MOH ROAD,BUONA VISTA MRT STATION,0.8022555435070341
4 HOLLAND CLOSE,HOLLAND VILLAGE MRT STATION,0.4797488494958034
28C DOVER CRESCENT,DOVER MRT STATION,0.754899829336403
89 TANGLIN HALT ROAD,COMMONWEALTH MRT STATION,0.16331766850780197
22 GHIM MOH LINK,BUONA VISTA MRT STATION,0.6406380654832418
28B DOVER CRESCENT,DOVER MRT STATION,0.7509207081516254
18C HOLLAND DRIVE,BUONA VISTA MRT STATION,0.4723372655166086
27 DOVER CRESCENT,DOVER MRT STATION,0.7257914959370048
28D DOVER CRESCENT,DOVER MRT STATION,0.72700462113195
7 COMMONWEALTH AVENUE,BUONA VISTA MRT STATION,0.49048685169085315
150 MEI LING STREET,QUEENSTOWN MRT STATION,0.2675529887398671
482 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.8715492248627507
485 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.9392848146104675
329 SEMBAWANG CLOSE,SEMBAWANG MRT STATION,0.39926935077513115
479 SEMBAWANG DRIVE,SEMBAWANG MRT STATION,0.6026653031028801
406 SEMBAWANG DRIVE,SEMBAWANG MRT STATION,0.5483180295454918
507C WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.4812342023818891
490 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.7582674024829126
509A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.4522348273976421
503B CANBERRA LINK,SEMBAWANG MRT STATION,0.2695481052446254
508B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.40674092382306937
352C CANBERRA ROAD,SEMBAWANG MRT STATION,0.09050925050890277
401 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.7450988084384476
407 SEMBAWANG DRIVE,SEMBAWANG MRT STATION,0.5923197821295851
412 SEMBAWANG DRIVE,SEMBAWANG MRT STATION,0.37769632055094376
510B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.5125610906599083
484 ADMIRALTY LINK,SEMBAWANG MRT STATION,1.0318179839795352
504D MONTREAL DRIVE,SEMBAWANG MRT STATION,0.45438131483483013
357B ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.3312087374867755
501A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.3115352922026296
321 SEMBAWANG CLOSE,SEMBAWANG MRT STATION,0.36960468530932017
360B ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.5370099047071263
353C ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.10260799089652481
506A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.5419192042061239
469 ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.6711933286663785
408 SEMBAWANG DRIVE,SEMBAWANG MRT STATION,0.551873655030012
468C ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.5919300715467883
357C ADMIRALTY DRIVE,SEMBAWANG MRT STATION,0.2856915897209728
339A SEMBAWANG CLOSE,SEMBAWANG MRT STATION,0.2668481955498765
308 CANBERRA ROAD,SEMBAWANG MRT STATION,0.3556105012206404
439B SENGKANG WEST AVENUE,LAYAR LRT STATION,0.1917879784780027
295B COMPASSVALE CRESCENT,COMPASSVALE LRT STATION,0.3885112190401001
185D RIVERVALE CRESCENT,RUMBIA LRT STATION,0.2685233613435052
295A COMPASSVALE CRESCENT,COMPASSVALE LRT STATION,0.4390887682649883
188C RIVERVALE DRIVE,RUMBIA LRT STATION,0.4347895818212168
407A FERNVALE ROAD,FERNVALE LRT STATION,0.4162971467003788
304B ANCHORVALE LINK,RENJONG LRT STATION,0.26638339160859287
104 RIVERVALE WALK,KANGKAR LRT STATION,0.20610526373412608
203E COMPASSVALE ROAD,SENGKANG LRT STATION,0.4063421145619001
408A FERNVALE ROAD,FERNVALE LRT STATION,0.34532944771718366
318A ANCHORVALE LINK,FARMWAY LRT STATION,0.3834195197623874
408C FERNVALE ROAD,FERNVALE LRT STATION,0.29334357512307024
441C FERNVALE ROAD,FERNVALE LRT STATION,0.1738295174226054
411A FERNVALE ROAD,FERNVALE LRT STATION,0.1622920301055586
270A SENGKANG CENTRAL,BUANGKOK MRT STATION,0.34269926254136956
259B COMPASSVALE ROAD,SENGKANG MRT STATION,0.32947252322677384
443C FERNVALE ROAD,FERNVALE LRT STATION,0.315510327573577
439A SENGKANG WEST AVENUE,FERNVALE LRT STATION,0.17219107976662767
410A FERNVALE ROAD,FERNVALE LRT STATION,0.20680386339081785
434B FERNVALE ROAD,FERNVALE LRT STATION,0.30274573253487486
435B FERNVALE ROAD,FERNVALE LRT STATION,0.17086865284556943
212C COMPASSVALE DRIVE,KANGKAR LRT STATION,0.26185918206345893
264B COMPASSVALE BOW,RANGGUNG LRT STATION,0.33385817389815253
265A COMPASSVALE LINK,BUANGKOK MRT STATION,0.2490940322441899
265D COMPASSVALE BOW,RANGGUNG LRT STATION,0.2656359213519163
272C SENGKANG CENTRAL,BUANGKOK MRT STATION,0.17355845362111755
264D COMPASSVALE BOW,RANGGUNG LRT STATION,0.3282907651634725
277A COMPASSVALE LINK,BUANGKOK MRT STATION,0.18779130200993488
273C COMPASSVALE LINK,BUANGKOK MRT STATION,0.245878814394043
183B RIVERVALE CRESCENT,RUMBIA LRT STATION,0.2628959499413038
