address,nearest_mrt,nearest_mrt_dist
167 BISHAN STREET 13,BISHAN MRT STATION,0.786808154940666
111 BISHAN STREET 12,BISHAN MRT STATION,0.4847960468988114
181 BISHAN STREET 13,BISHAN MRT STATION,0.480787803783786
166 BISHAN STREET 13,BISHAN MRT STATION,0.7296953275518783
109 BISHAN STREET 12,BISHAN MRT STATION,0.5207757558053756
115 BISHAN STREET 12,BISHAN MRT STATION,0.37816762829272926
260 BISHAN STREET 22,BRIGHT HILL MRT STATION,1.1170805569233169
275A BISHAN STREET 24,BISHAN MRT STATION,0.8663654445314042
214 BISHAN STREET 23,BISHAN MRT STATION,0.6914224317842473
182 BISHAN STREET 13,BISHAN MRT STATION,0.4521208071976188
448 BRIGHT HILL DRIVE,UPPER THOMSON MRT STATION,0.4704126222940658
402 SIN MING AVENUE,BRIGHT HILL MRT STATION,0.05881477351650511
128 BISHAN STREET 12,BISHAN MRT STATION,0.5965888678819614
303 SHUNFU ROAD,MARYMOUNT MRT STATION,0.15779303978355638
134 BISHAN STREET 12,BISHAN MRT STATION,0.7303242711579316
342 BUKIT BATOK STREET 34,BUKIT GOMBAK MRT STATION,0.5665920303283125
530 BUKIT BATOK STREET 51,BUKIT GOMBAK MRT STATION,0.2796466596957348
145 BUKIT BATOK STREET 11,BUKIT BATOK MRT STATION,0.6585395301356202
528 BUKIT BATOK STREET 51,BUKIT GOMBAK MRT STATION,0.23028658044353395
537 BUKIT BATOK STREET 52,BUKIT GOMBAK MRT STATION,0.3997505340274687
213 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.4079128784632153
219 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.6376408726194023
235 BUKIT BATOK EAST AVENUE 5,BUKIT BATOK MRT STATION,0.752086644709935
130 BUKIT BATOK WEST AVENUE 6,BUKIT BATOK MRT STATION,0.4698608521536482
212 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.3584647887109956
346 BUKIT BATOK STREET 34,BUKIT GOMBAK MRT STATION,0.44821516073609347
226 BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION,0.4029873276328945
247 BUKIT BATOK EAST AVENUE 5,BUKIT BATOK MRT STATION,0.8310952989321665
169 BUKIT BATOK WEST AVENUE 8,BUKIT BATOK MRT STATION,1.0003556601478734
154 BUKIT BATOK STREET 11,BUKIT BATOK MRT STATION,0.6377880517107575
260 BUKIT BATOK EAST AVENUE 4,BUKIT BATOK MRT STATION,1.0728017528778673
360 BUKIT BATOK STREET 31,BUKIT GOMBAK MRT STATION,0.30091575397144144
217 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.6283047834113893
178 BUKIT BATOK WEST AVENUE 8,BUKIT BATOK MRT STATION,0.8419518441785779
265 BUKIT BATOK EAST AVENUE 4,BUKIT BATOK MRT STATION,1.1512510793663977
134 BUKIT BATOK WEST AVENUE 6,BUKIT BATOK MRT STATION,0.6299736342491704
301 BUKIT BATOK STREET 31,BUKIT GOMBAK MRT STATION,0.39276267204378146
289E BUKIT BATOK STREET 25,BUKIT BATOK MRT STATION,1.198232660396299
244 BUKIT BATOK EAST AVENUE 5,BUKIT BATOK MRT STATION,0.8542831789820722
248 BUKIT BATOK EAST AVENUE 5,BUKIT BATOK MRT STATION,0.7951300212077814
290D BUKIT BATOK EAST AVENUE 3,BUKIT BATOK MRT STATION,1.0341720156089615
395 BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION,0.8537991069093268
642 BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION,0.23826610153513667
185 BUKIT BATOK WEST AVENUE 6,BUKIT BATOK MRT STATION,0.5600537339156111
106 BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION,0.27949364704711277
210 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.39528153215018663
386 BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION,0.595244852257054
394 BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION,0.8695129293355182
190 BUKIT BATOK WEST AVENUE 6,BUKIT BATOK MRT STATION,0.5624177862704699
206 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.26190141894803676
1F CANTONMENT ROAD,OUTRAM PARK MRT STATION,0.4872476688294281
211 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.34696577753723723
391 BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION,0.8075681485873467
205 BUKIT BATOK STREET 21,BUKIT BATOK MRT STATION,0.21831841220679307
193 BUKIT BATOK WEST AVENUE 6,BUKIT BATOK MRT STATION,0.6630192669370877
624 BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION,0.2553024747038605
290A BUKIT BATOK STREET 24,BUKIT BATOK MRT STATION,1.004138782326817
141 BUKIT BATOK STREET 11,BUKIT BATOK MRT STATION,0.724319233631344
120 BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION,0.3046258708213134
289A BUKIT BATOK STREET 25,BUKIT BATOK MRT STATION,1.3184967001310453
10 JALAN BUKIT HO SWEE,TIONG BAHRU MRT STATION,0.6472105927150081
2 JALAN BUKIT HO SWEE,TIONG BAHRU MRT STATION,0.5558937747059834
45 TELOK BLANGAH DRIVE,TELOK BLANGAH MRT STATION,0.11830723664486648
36 BEO CRESCENT,TIONG BAHRU MRT STATION,0.23950088863883254
20 TELOK BLANGAH CRESCENT,TIONG BAHRU MRT STATION,1.1769299572238123
16 TAMAN HO SWEE,TIONG BAHRU MRT STATION,0.5513015395393512
32 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.8561547944421841
33 TELOK BLANGAH WAY,HARBOURFRONT MRT STATION,0.9948003785184286
142 JALAN BUKIT MERAH,TIONG BAHRU MRT STATION,1.0225665175649346
131 JALAN BUKIT MERAH,TIONG BAHRU MRT STATION,0.6768716020285847
30 JALAN KLINIK,TIONG BAHRU MRT STATION,0.2111196168301706
1B CANTONMENT ROAD,OUTRAM PARK MRT STATION,0.30910914347317553
63 TELOK BLANGAH HEIGHTS,TELOK BLANGAH MRT STATION,0.4746274315180048
61 TELOK BLANGAH HEIGHTS,TELOK BLANGAH MRT STATION,0.6066041943043499
116 BUKIT MERAH VIEW,TIONG BAHRU MRT STATION,0.6197454586687537
44 TELOK BLANGAH DRIVE,TELOK BLANGAH MRT STATION,0.14744730892075672
24 BEO CRESCENT,TIONG BAHRU MRT STATION,0.3046699434634329
78 INDUS ROAD,TIONG BAHRU MRT STATION,0.5672215144150485
55 TELOK BLANGAH DRIVE,TELOK BLANGAH MRT STATION,0.44734104985374945
130 BUKIT MERAH VIEW,TIONG BAHRU MRT STATION,0.3433225281030663
122 BUKIT MERAH LANE 1,QUEENSTOWN MRT STATION,0.918839190285225
80C TELOK BLANGAH STREET 31,TELOK BLANGAH MRT STATION,0.4177205442983071
50 MOH GUAN TERRACE,TIONG BAHRU MRT STATION,0.456941401899236
47 MOH GUAN TERRACE,TIONG BAHRU MRT STATION,0.5030636949355566
54 HAVELOCK ROAD,TIONG BAHRU MRT STATION,0.42480196964084066
101 HENDERSON CRESCENT,REDHILL MRT STATION,0.5567554969849262
23 TELOK BLANGAH CRESCENT,HARBOURFRONT MRT STATION,1.1846815042941583
106 HENDERSON CRESCENT,REDHILL MRT STATION,0.6166772719554735
115 BUKIT PURMEI ROAD,TIONG BAHRU MRT STATION,1.1989180922983227
108 BUKIT PURMEI ROAD,HARBOURFRONT MRT STATION,0.9780914103599465
106B DEPOT ROAD,TELOK BLANGAH MRT STATION,1.104942255489863
38 JALAN RUMAH TINGGI,QUEENSTOWN MRT STATION,0.765337270873956
3 DELTA AVENUE,TIONG BAHRU MRT STATION,0.6097178086910697
134 JALAN BUKIT MERAH,TIONG BAHRU MRT STATION,0.8182068451670188
80A TELOK BLANGAH STREET 31,LABRADOR PARK MRT STATION,0.38089562986196224
27A JALAN MEMBINA,TIONG BAHRU MRT STATION,0.5181027199586377
75A REDHILL ROAD,REDHILL MRT STATION,0.23902341820336742
77A REDHILL ROAD,REDHILL MRT STATION,0.15635811398307137
57 HAVELOCK ROAD,TIONG BAHRU MRT STATION,0.46518635993146784
48 LENGKOK BAHRU,REDHILL MRT STATION,0.6939470561256821
35 JALAN RUMAH TINGGI,QUEENSTOWN MRT STATION,0.789660744128767
46 LENGKOK BAHRU,REDHILL MRT STATION,0.5307726519707247
67 TELOK BLANGAH DRIVE,TELOK BLANGAH MRT STATION,0.43480467329779593
87 ZION ROAD,TIONG BAHRU MRT STATION,0.7960524114829524
1 DELTA AVENUE,TIONG BAHRU MRT STATION,0.6737667057480039
214 PETIR ROAD,PENDING LRT STATION,0.42145238138421837
123 PENDING ROAD,PENDING LRT STATION,0.17176688032198303
249 BANGKIT ROAD,BANGKIT LRT STATION,0.19047343584873563
458 SEGAR ROAD,SEGAR LRT STATION,0.1658943126049777
506 JELAPANG ROAD,SEGAR LRT STATION,0.1844333017602011
621 SENJA ROAD,JELAPANG LRT STATION,0.20316055037944195
402 FAJAR ROAD,PETIR LRT STATION,0.3227353710965699
419 FAJAR ROAD,FAJAR LRT STATION,0.15786149803348473
526 JELAPANG ROAD,JELAPANG LRT STATION,0.1608117711691775
623 SENJA ROAD,JELAPANG LRT STATION,0.26512036134801426
128 PENDING ROAD,PENDING LRT STATION,0.16714695608467503
204 PETIR ROAD,PENDING LRT STATION,0.5131170559973434
473 SEGAR ROAD,SEGAR LRT STATION,0.28767074848704033
237 BUKIT PANJANG RING ROAD,BANGKIT LRT STATION,0.2746657285452451
539 BUKIT PANJANG RING ROAD,SENJA LRT STATION,0.10344702787852218
516 JELAPANG ROAD,JELAPANG LRT STATION,0.28726342418818934
65 CIRCUIT ROAD,MACPHERSON MRT STATION,0.27109949143053313
217 PETIR ROAD,PENDING LRT STATION,0.28844564125649347
218 PETIR ROAD,PENDING LRT STATION,0.3197486425605824
517 JELAPANG ROAD,JELAPANG LRT STATION,0.28127715491048944
652 SENJA LINK,JELAPANG LRT STATION,0.10953626395843342
624 SENJA ROAD,JELAPANG LRT STATION,0.30514153097896507
629 SENJA ROAD,SENJA LRT STATION,0.5415024296746292
455 SEGAR ROAD,SEGAR LRT STATION,0.14663905729077764
176 LOMPANG ROAD,PETIR LRT STATION,0.18377957829524655
418 FAJAR ROAD,FAJAR LRT STATION,0.22675749908294163
484 SEGAR ROAD,SEGAR LRT STATION,0.263043739403289
140 PETIR ROAD,PENDING LRT STATION,0.266361952152967
152 GANGSA ROAD,PETIR LRT STATION,0.29295189784381764
537 BUKIT PANJANG RING ROAD,SENJA LRT STATION,0.14048153850682688
401 FAJAR ROAD,PETIR LRT STATION,0.3853531010377723
242 BUKIT PANJANG RING ROAD,BANGKIT LRT STATION,0.0907512661164474
613 BUKIT PANJANG RING ROAD,SENJA LRT STATION,0.18448793099020067
654 SENJA ROAD,JELAPANG LRT STATION,0.12651466958448204
536 JELAPANG ROAD,SENJA LRT STATION,0.22903685427107898
154 GANGSA ROAD,PETIR LRT STATION,0.36882823039921264
174 LOMPANG ROAD,PETIR LRT STATION,0.272870606183164
177 LOMPANG ROAD,PETIR LRT STATION,0.3229135179195747
606 SENJA ROAD,SENJA LRT STATION,0.17998763620745373
650 SENJA LINK,JELAPANG LRT STATION,0.13755736630511445
228 PENDING ROAD,PENDING LRT STATION,0.09365927130763237
151 PETIR ROAD,PETIR LRT STATION,0.08852648937654871
4 TOH YI DRIVE,BEAUTY WORLD MRT STATION,0.2949067566229912
5 FARRER ROAD,FARRER ROAD MRT STATION,0.09774891135640017
15 TOH YI DRIVE,BEAUTY WORLD MRT STATION,0.4473777900173928
9 JALAN KUKOH,CHINATOWN MRT STATION,0.796994642181935
640 ROWELL ROAD,JALAN BESAR MRT STATION,0.25859183033893485
264 WATERLOO STREET,BENCOOLEN MRT STATION,0.2152098353550488
32 NEW MARKET ROAD,CHINATOWN MRT STATION,0.29403692076290344
5 TANJONG PAGAR PLAZA,TANJONG PAGAR MRT STATION,0.30475837341374973
271 QUEEN STREET,BUGIS MRT STATION,0.19786904908164213
232 BAIN STREET,BRAS BASAH MRT STATION,0.29835726918516514
1C CANTONMENT ROAD,OUTRAM PARK MRT STATION,0.3572734051284801
111 TECK WHYE LANE,TECK WHYE LRT STATION,0.22249879134670864
114 TECK WHYE LANE,KEAT HONG LRT STATION,0.18417686918448653
460 CHOA CHU KANG AVENUE 4,SOUTH VIEW LRT STATION,1.1765945856555038
121 TECK WHYE LANE,KEAT HONG LRT STATION,0.1217534246892775
404 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.7130270610590468
692B CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.5624027930462722
115 TECK WHYE LANE,KEAT HONG LRT STATION,0.23959955710780467
422 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.48495122683070957
680 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.6895670510915636
771 CHOA CHU KANG STREET 54,YEW TEE MRT STATION,0.41944515147633354
229 CHOA CHU KANG CENTRAL,SOUTH VIEW LRT STATION,0.12601026796920817
237 CHOA CHU KANG CENTRAL,KEAT HONG LRT STATION,0.12660487339051052
157 JALAN TECK WHYE,PHOENIX LRT STATION,0.1490966650462922
416 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.31484845217637525
414 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.3832667002077766
239 CHOA CHU KANG CENTRAL,KEAT HONG LRT STATION,0.19207459348361144
423 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.5591264014558471
621 CHOA CHU KANG STREET 62,YEW TEE MRT STATION,0.17955712031627694
657 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.42313032634819064
418 CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION,0.44174669152870377
608 CHOA CHU KANG STREET 62,YEW TEE MRT STATION,0.32401998718289676
412 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.36453426997024474
635 CHOA CHU KANG NORTH 6,YEW TEE MRT STATION,0.2453270499584172
353 CHOA CHU KANG CENTRAL,SOUTH VIEW LRT STATION,0.2929277099070714
453 CHOA CHU KANG AVENUE 4,SOUTH VIEW LRT STATION,1.1566926420708854
689A CHOA CHU KANG DRIVE,YEW TEE MRT STATION,0.6848208894267822
692A CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.5221752618451138
689B CHOA CHU KANG DRIVE,YEW TEE MRT STATION,0.6738359246845046
760 CHOA CHU KANG NORTH 5,YEW TEE MRT STATION,0.4986799443538617
544 CHOA CHU KANG STREET 52,YEW TEE MRT STATION,0.5850943864283235
690A CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.7400880219000557
474 CHOA CHU KANG AVENUE 3,SOUTH VIEW LRT STATION,0.7824820093428563
248 CHOA CHU KANG AVENUE 2,SOUTH VIEW LRT STATION,0.15952287926867897
626 CHOA CHU KANG STREET 62,YEW TEE MRT STATION,0.19067644548208612
789 CHOA CHU KANG NORTH 6,YEW TEE MRT STATION,0.2598824791029363
671 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.559303354791526
296B CHOA CHU KANG AVENUE 2,SOUTH VIEW LRT STATION,0.5682397135316646
604 CHOA CHU KANG STREET 62,YEW TEE MRT STATION,0.3121684838842741
663 CHOA CHU KANG CRESCENT,YEW TEE MRT STATION,0.6196185890312257
101 TECK WHYE LANE,TECK WHYE LRT STATION,0.1456120855071458
715 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.3712774377717059
702 WEST COAST ROAD,CLEMENTI MRT STATION,0.9797777094195705
607 CLEMENTI WEST STREET 1,CLEMENTI MRT STATION,1.2390378588755009
374 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.48621177412821276
346 CLEMENTI AVENUE 5,CLEMENTI MRT STATION,0.580773928424046
109 CLEMENTI STREET 11,CLEMENTI MRT STATION,0.9607473467370543
339 CLEMENTI AVENUE 5,CLEMENTI MRT STATION,0.6678088724505936
351 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.6317053023745784
334 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.3608967102251009
305 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.7733583106775762
364 CLEMENTI AVENUE 2,CLEMENTI MRT STATION,0.4968984129867574
371 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.6908940115650234
449 CLEMENTI AVENUE 3,CLEMENTI MRT STATION,0.1712727954051565
418 CLEMENTI AVENUE 1,CLEMENTI MRT STATION,0.7650864489805885
622A PUNGGOL CENTRAL,OASIS LRT STATION,0.3209791779356
730 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.1662161788984522
716 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.429932638110209
709 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.1387606931850567
611 CLEMENTI WEST STREET 1,DOVER MRT STATION,1.3290547531450705
348 CLEMENTI AVENUE 5,CLEMENTI MRT STATION,0.661171074315656
411 COMMONWEALTH AVENUE WEST,CLEMENTI MRT STATION,0.676285565753478
324 CLEMENTI AVENUE 5,CLEMENTI MRT STATION,0.09609409469842072
307 CLEMENTI AVENUE 4,CLEMENTI MRT STATION,0.7284355298598334
461 CLEMENTI AVENUE 3,CLEMENTI MRT STATION,0.46409870098101325
723 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.3432172270779879
724 CLEMENTI WEST STREET 2,CLEMENTI MRT STATION,1.2886798272463307
46 CIRCUIT ROAD,MATTAR MRT STATION,0.32170575444379423
43 CIRCUIT ROAD,MATTAR MRT STATION,0.2594379047630416
30 BALAM ROAD,MACPHERSON MRT STATION,0.4534127395809616
